chr5	105717450	105719099	1.74131080552432	3.01192398236518e-39	chr5_105717450_105719099	chr5	105717882	105719083	-0.403499571737956	3.5536189982662394e-05	-0.8805504043392299	2.6978838012492295e-40	Lrrc8d	chr5_105717882_105719083
chr13	8965225	8966089	1.55057208562562	2.69731817225167e-22	chr13_8965225_8966089	chr13	8965225	8966087	0.789230914677418	3.3559924466883804e-05	-0.8291749007586099	7.3780350776320005e-06	Idi2	chr13_8965225_8966087
chr13	8965225	8966089	1.55057208562562	2.69731817225167e-22	chr13_8965225_8966089	chr13	8965225	8966087	0.789230914677418	3.3559924466883804e-05	-0.196252136600811	0.0129019467732455	Gtpbp4	chr13_8965225_8966087
chr13	8965225	8966089	1.55057208562562	2.69731817225167e-22	chr13_8965225_8966089	chr13	8965225	8966087	0.789230914677418	3.3559924466883804e-05	0.188178351119363	0.0334292696716895	Wdr37	chr13_8965225_8966087
chr17	80105177	80106380	1.50673988436615	2.55398358761995e-27	chr17_80105177_80106380	chr17	80105177	80106380	1.49004113760987	9.13196582848254e-19	0.216341061302821	0.000228126474247866	Hnrnpll	chr17_80105177_80106380
chr1	170188331	170189124	1.36413296910977	3.38634832395575e-14	chr1_170188331_170189124	chr1	170188331	170189080	1.6647256424328998	7.0060841039331904e-12	1.6990243063111397	7.463894208291975e-119	Uap1	chr1_170188331_170189080
chr6	86570361	86571668	1.30969478960882	7.41397723981113e-23	chr6_86570361_86571668	chr6	86570416	86571595	1.2563072085618798	1.1345853370719801e-14	1.83044458913454	8.947794544273246e-85	Mxd1	chr6_86570416_86571595
chr6	86570361	86571668	1.30969478960882	7.41397723981113e-23	chr6_86570361_86571668	chr6	86570416	86571595	1.2563072085618798	1.1345853370719801e-14	0.23227972552361895	4.23613224304635e-05	Pcbp1	chr6_86570416_86571595
chr9	89208754	89209434	1.30398423306446	9.38118114345902e-25	chr9_89208754_89209434	chr9	89208921	89209376	-0.6832014001573771	0.000922163700947915	-0.459005899931834	0.0208576389088696	Mthfs	chr9_89208921_89209376
chr9	89208754	89209434	1.30398423306446	9.38118114345902e-25	chr9_89208754_89209434	chr9	89208921	89209376	-0.6832014001573771	0.000922163700947915	-1.78043735454122	2.05274202312224e-49	Bcl2a1b	chr9_89208921_89209376
chr3	31060774	31062370	1.27867613891247	6.63556962292864e-26	chr3_31060774_31062370	chr3	31060824	31062370	0.5195997697286239	1.18838817201687e-10	1.17934641540031	5.305526507054268e-71	Phc3	chr3_31060824_31062370
chr3	31060774	31062370	1.27867613891247	6.63556962292864e-26	chr3_31060774_31062370	chr3	31060824	31062370	0.5195997697286239	1.18838817201687e-10	0.498140802760967	8.05437025714848e-09	Prkci	chr3_31060824_31062370
